ID,TEXT,LABEL
12232,My teenager toned down his teenage angst yesterday. That must sound absurd but it's difficult and stressful having to refuse everything or reprimand him daily. A peaceful day!,affection
12233,"Everything else becoming more interesting when its exam time enjoying the moment. When i heard the announcement of exam time table. At that time, i felt little tensed for preparation. But after completed all the exams, i really felt free with blissful.",enjoy_the_moment
12234,"Trying hard to find mobile when it is in non-vibrating silent mode, i searching the phone all around in my house, but i kept in my pocket, At that time all the members of my family looked me and started to laugh.",affection
12235,"Trying hard to find the mobile when it is in non vibrating silent mode, i searching the phone all around in my house, but, kept in my pocket. At that time, all the members of my family looked me and started to laugh.",affection
12236,"Trying hard to find the find the mobile when it in non-vibrating silent mode, I searching the phone all round in my house, but I kept in my pocket. At that time, all the members of my family looked me and started to laugh.",affection
12237,"Trying hard to find the mobile when it in non-vibrating silent mode, I searching the phone all round in my house, but I kept in my pocket. At that time, all the members of my family looked me and started to laugh.",affection
12238,I went to the movies with my 2 daughters.,affection
12239,i visited my grandfather at his shop and had a nice talk,affection
12240,Grandma bought my cousin and I pizza for dinner.,affection
12241,I had steak for dinner.,achievement
12242,My baby smiled at me really hugely expressing genuine happiness.,affection
12243,my daughter started her summer break.,affection
12244,I went on a charter fishing trip with my father in Florida.,affection
12245,I came in contact with two old gaming buddies and they decided they wanted to play an old game that my brother and a friend have been playing. We used to play this game many years ago and it was probably the most fun I had gaming.,bonding
12246,My boyfriend came home from work.,affection
12247,My kids went on a field trip and had a great time and kept texting to tell me about it.,affection
12248,I was able to eat one of my favorite meals. ,enjoy_the_moment
12249,I lost 1 lb since my last weigh in.,achievement
12250,I made $100 as an audience member for the taping of a PBS special. ,achievement
12251,"At work, a customer expressed his gratitude in the work that I've done.",achievement
12252,My daughter was laughing because I was chasing her.,affection
12253,I was extremely happy receiving my vacation approval for work.  I have been happy about this for the last 24 hours.,achievement
12254,I gave the neighbor cookies.,bonding
12255,Birth of my daughter.,affection
12256,Kicking a ball around with my daughter in our driveway,affection
12257,I completed a greater rift 45!,achievement
12258,I bought food for the BBQ I'm going to have over the weekend.,enjoy_the_moment
12259,Coming home from work and finding that there were more beers in the fridge than I remembered made my day.,enjoy_the_moment
12260,Going to a restaurant with unlimited wings and pizza.,enjoy_the_moment
12261,past 3 days ago my semester results are coming . i will clear my all subject.,achievement
12262,What made me happy in the past 24 hours was being able to cook dinner and watch a favorite TV show with my adult daughter.  We both are pretty busy with our lives so sharing time together is not easy but lots of fun when it happens.,affection
12263,My girlfriend got to sleep over on our mutual day off from work and school.,affection
12264,I got promoted in League of Legends.,achievement
12265,I talked to my son.,affection
12266,Recently My sister came to India am feel so happy after a long days she came India that day very sweet day in my life.,affection
12267,"Happiness is used in both life evaluation, as in How happy are you with your life as a whole?, and in emotional reports, as in How happy are you now?, and people seem able to use happiness as appropriate in these verbal contexts. Using these measures, the World Happiness Report identifies the countries with the highest levels of happiness.",enjoy_the_moment
12268,I made some plans for holiday weekend with family.,affection
12269,I baked some cake and took it for my neighbor and he was in awe of me,bonding
12270,My dog was very happy to see me when I got home from work yesterday.,affection
12271,My friend again told me that I was winning the online game even though I now feel like I am losing.  ,bonding
